host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2015-11-12,100%,99%,f,,4,4,t,t,Wilton Manors,26.15664,-80.1297,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,$107.00,t,18,254,69,4,2021-03-18,2024-06-24,4.78,4.83,4.61,4.91,4.95,4.92,4.76,f,4,4,0,0,6.36
2021-02-17,100%,86%,f,,3,3,t,t,Pompano Beach,26.250769869661188,-80.08527793107922,Entire condo,Entire home/apt,4,1.0,1 bath,0.0,2.0,$400.00,t,0,5,4,0,2021-02-23,2024-02-24,4.8,4.6,5.0,4.8,5.0,4.6,5.0,t,1,1,0,0,0.12
2020-07-01,,,f,Royal Land,1,1,t,t,Coral Springs,26.2796,-80.24545,Private room in condo,Private room,1,1.0,1 private bath,2.0,2.0,$88.00,t,29,0,0,0,,,,,,,,,,f,1,0,1,0,
2021-02-17,,,f,Hollywood South Central Beach,1,1,t,f,Hollywood,25.99042,-80.11801,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,2.0,$260.00,t,23,0,0,0,,,,,,,,,,f,1,1,0,0,
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hollywood,25.98791,-80.12115,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,4.0,$264.00,t,15,22,4,0,2021-03-07,2024-03-06,4.73,5.0,4.91,4.68,4.82,4.73,4.32,f,172,172,0,0,0.55
2016-04-16,100%,100%,t,Hollywood South Central Beach,3,3,t,t,Hollywood,25.98926,-80.11751,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,4.0,$277.00,t,7,15,2,0,2021-05-31,2024-01-01,4.73,4.67,4.6,4.6,5.0,4.87,4.8,t,3,3,0,0,0.4
2018-12-13,86%,97%,f,Hollywood South Central Beach,19,19,t,t,Hollywood,26.01093,-80.1169,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$63.00,t,22,106,14,0,2021-03-05,2024-05-27,4.65,4.74,4.77,4.86,4.66,4.86,4.73,f,19,18,1,0,2.63
2018-10-24,100%,100%,f,Anaheim Resort,106,231,t,t,Pompano Beach,26.24326,-80.08813,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,5.0,$333.00,t,11,0,0,0,,,,,,,,,,f,15,15,0,0,
2021-02-17,100%,100%,t,,1,1,t,t,Plantation,26.1458,-80.24781,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,$114.00,t,30,102,24,1,2021-02-27,2024-06-09,4.83,4.89,4.88,4.89,4.97,4.79,4.83,f,1,1,0,0,2.52
2013-10-12,100%,100%,t,Hollywood South Central Beach,6,12,t,t,Hollywood,25.9886,-80.11872,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,3.0,$110.00,t,8,4,1,0,2022-09-05,2024-01-02,4.75,5.0,5.0,5.0,5.0,5.0,4.75,t,3,3,0,0,0.18
2021-02-17,77%,5%,f,Hendricks and Venice Isles,12,23,t,t,Fort Lauderdale,26.12932,-80.12155,Houseboat,Entire home/apt,16,3.0,3 baths,4.0,9.0,$202.00,t,21,49,0,0,2021-02-21,2022-11-27,4.37,4.37,4.45,4.47,4.47,4.59,4.57,f,5,3,2,0,1.2
2012-11-26,100%,97%,t,Coral Ridge,82,95,t,t,Fort Lauderdale,26.14501,-80.11333,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$89.00,t,11,128,32,3,2021-03-08,2024-06-21,4.92,4.95,4.87,4.96,4.98,4.96,4.92,f,81,81,0,0,3.18
2016-10-20,100%,99%,t,North Fort Lauderdale,1,1,t,t,Lauderdale By The Sea,26.19083,-80.09935,Entire home,Entire home/apt,6,2.0,2 baths,2.0,4.0,$24.00,t,3,122,73,5,2022-08-10,2024-06-11,4.84,4.89,4.8,4.87,4.92,4.98,4.81,t,1,1,0,0,5.32
2018-07-31,100%,99%,t,,4,7,t,t,Deerfield Beach,26.3113,-80.08836,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$166.00,t,25,91,21,1,2021-05-24,2024-06-05,5.0,5.0,4.99,4.99,4.99,4.95,4.95,f,4,4,0,0,2.41
2016-03-10,,25%,f,,5,17,t,t,Weston,26.09739,-80.37957,Entire rental unit,Entire home/apt,8,2.5,2.5 baths,2.0,4.0,$204.00,t,7,0,0,0,,,,,,,,,,f,5,5,0,0,
2014-10-20,100%,99%,t,,3,3,t,t,Fort Lauderdale,26.15436,-80.18326,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,$93.00,t,20,176,53,3,2021-03-23,2024-06-12,4.84,4.83,4.88,4.95,4.95,4.44,4.78,t,2,2,0,0,4.43
2016-03-10,,25%,f,,5,17,t,t,Weston,26.12637,-80.37249,Entire condo,Entire home/apt,8,2.5,2.5 baths,2.0,4.0,$200.00,t,0,0,0,0,,,,,,,,,,f,5,5,0,0,
2018-10-24,100%,100%,f,Anaheim Resort,106,231,t,t,Pompano Beach,26.24176,-80.08955,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,2.0,$233.00,t,26,2,0,0,2022-03-10,2022-03-28,4.0,3.5,4.5,4.5,5.0,3.5,4.0,f,15,15,0,0,0.07
2018-03-06,90%,98%,f,East Fort Lauderdale,8,15,t,t,Fort Lauderdale,26.13622,-80.10905,Room in hotel,Private room,4,1.0,1 private bath,1.0,2.0,$257.00,t,29,10,0,0,2021-03-16,2021-09-01,4.5,4.7,4.6,4.6,5.0,4.9,4.7,f,8,2,6,0,0.25
2016-08-06,100%,99%,t,Hollywood South Central Beach,2,2,t,t,Hollywood,26.01048,-80.11642,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,$129.00,t,5,60,27,2,2021-05-06,2024-06-08,4.88,4.88,4.85,4.83,4.92,4.87,4.85,f,1,1,0,0,1.57
2015-02-13,100%,98%,t,Hollywood Lakes,42,53,t,t,Hollywood,26.011532,-80.131065,Entire home,Entire home/apt,10,3.0,3 baths,5.0,7.0,$425.00,t,5,63,19,4,2021-04-26,2024-06-25,4.97,4.95,4.97,4.95,4.97,4.94,4.85,f,41,41,0,0,1.63
2019-01-29,99%,99%,t,,18,18,t,t,Deerfield Beach,26.31099,-80.07715,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,$76.00,t,8,150,40,1,2021-04-02,2024-06-18,4.79,4.87,4.84,4.91,4.9,4.97,4.78,f,18,7,11,0,3.81
2016-08-24,100%,100%,t,Sunny Isles Beach,9,21,t,t,Sunrise,26.14983,-80.32715,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$99.00,t,0,3,2,0,2022-07-31,2024-04-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.13
2015-04-20,100%,97%,f,Hollywood South Central Beach,50,60,t,t,Hollywood,25.98878,-80.11913,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,4.0,$141.00,t,14,2,0,0,2021-07-27,2021-08-17,4.5,4.0,4.0,3.5,4.0,4.5,3.5,t,45,45,0,0,0.06
2021-02-22,99%,65%,t,Downtown Austin,1229,1406,t,t,Pompano Beach,26.2262625,-80.1599008,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,4.0,$138.00,t,14,44,26,2,2021-03-21,2024-06-10,4.73,4.8,4.75,4.68,4.7,4.68,4.82,f,40,40,0,0,1.11
2013-06-09,100%,100%,t,Melaleuca Gardens,1,1,t,t,Dania Beach,26.06134,-80.14827,Entire home,Entire home/apt,8,2.0,2 baths,3.0,6.0,$220.00,t,2,108,47,4,2021-03-14,2024-06-13,4.83,4.83,4.66,4.99,4.95,4.82,4.81,t,1,1,0,0,2.7
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Hallandale Beach,25.98594,-80.1227,Entire condo,Entire home/apt,6,3.0,3 baths,3.0,4.0,$350.00,t,4,57,11,1,2021-03-20,2024-06-18,4.74,4.7,4.82,4.67,4.86,4.84,4.63,t,28,28,0,0,1.43
2021-02-23,100%,100%,t,South Middle River,4,4,t,t,Fort Lauderdale,26.14389,-80.14892,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,,t,0,78,22,2,2021-05-06,2024-06-18,4.83,4.88,4.77,4.88,4.94,4.79,4.85,f,3,3,0,0,2.03
2020-07-30,,,f,,1,1,t,t,West Park,25.97668,-80.18261,Private room in guest suite,Private room,1,1.0,1 private bath,,1.0,$70.00,t,29,0,0,0,,,,,,,,,,f,1,0,1,0,
2016-07-04,100%,99%,t,Poinsettia Heights,4,4,t,t,Fort Lauderdale,26.14358,-80.12837,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$75.00,t,24,105,40,1,2021-04-05,2024-06-09,4.96,4.93,4.95,4.96,4.97,4.92,4.9,t,3,3,0,0,2.67
2019-12-02,100%,99%,t,Knoll Ridge,5,5,t,t,Pompano Beach,26.22948,-80.09192,Entire bungalow,Entire home/apt,8,2.0,2 baths,3.0,4.0,$338.00,t,12,97,43,4,2022-03-11,2024-06-23,5.0,5.0,4.96,5.0,5.0,4.93,4.96,f,5,5,0,0,3.46
2016-02-07,100%,96%,f,Hollywood South Central Beach,18,18,t,t,Hollywood,25.98794,-80.11973,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,4.0,$159.00,t,7,8,1,0,2021-03-21,2023-09-04,4.63,5.0,4.5,5.0,4.25,5.0,4.75,t,16,14,2,0,0.2
2011-03-08,100%,97%,t,Hollywood Lakes,5,8,t,t,Hollywood,26.00919,-80.13453,Entire home,Entire home/apt,9,2.0,2 baths,3.0,5.0,$250.00,t,0,66,22,2,2021-03-22,2024-06-09,4.89,4.86,4.74,4.92,4.89,4.8,4.64,f,1,1,0,0,1.66
2020-02-14,100%,100%,f,Brickell,49,92,t,t,Hollywood,25.98679924,-80.11869812,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,4.0,$188.00,t,20,93,23,0,2021-03-08,2024-05-27,4.56,4.76,4.39,4.48,4.78,4.83,4.59,f,24,24,0,0,2.31
2013-03-25,94%,97%,f,Clearwater Beach,1451,7945,t,t,Fort Lauderdale,26.10763,-80.10706,Room in resort,Hotel room,3,1.0,1 bath,1.0,2.0,$304.00,t,18,1,1,0,2024-05-04,2024-05-04,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,13,0,0,0,0.55
2013-03-25,94%,97%,f,Clearwater Beach,1451,7945,t,t,Fort Lauderdale,26.10917,-80.10737,Room in resort,Hotel room,8,2.0,2 baths,2.0,4.0,$580.00,t,18,0,0,0,,,,,,,,,,t,13,0,0,0,
2014-09-07,100%,87%,t,,3,6,t,f,Pembroke Pines,25.99717,-80.25798,Private room in home,Private room,2,,1 private bath,,,,t,0,223,12,0,2021-03-01,2024-02-25,4.91,4.95,4.97,4.95,4.95,4.92,4.94,f,3,0,3,0,5.5
2017-06-10,100%,99%,t,,4,4,t,t,Pompano Beach,26.26647,-80.10136,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,$115.00,t,1,64,10,1,2021-03-10,2024-06-09,4.63,4.66,4.67,4.89,4.8,4.66,4.63,f,2,2,0,0,1.59
2018-08-31,100%,100%,f,,2,2,t,t,Miramar,25.98885404466457,-80.21482005653172,Entire home,Entire home/apt,7,1.0,1 bath,3.0,4.0,$147.00,t,0,20,20,2,2023-10-24,2024-06-23,4.7,4.74,4.84,4.95,4.84,4.68,4.74,f,2,2,0,0,2.43
2021-02-17,100%,98%,t,,2,2,t,t,Dania Beach,26.060562,-80.182549,Entire home,Entire home/apt,6,2.5,2.5 baths,3.0,4.0,$146.00,t,6,34,17,1,2021-03-27,2024-05-27,4.88,4.91,4.71,4.85,4.94,4.62,4.82,f,2,2,0,0,0.86
2016-04-20,100%,100%,t,South Fort Lauderdale,1,1,t,t,Fort Lauderdale,26.12145,-80.15511,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,$120.00,t,0,20,20,0,2023-10-09,2024-04-13,4.95,4.95,4.9,4.9,4.95,4.9,4.8,f,1,1,0,0,2.28
2017-05-25,99%,88%,f,,17,20,t,t,Pompano Beach,26.22725,-80.09309,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$60.00,t,16,36,6,0,2021-03-16,2024-05-18,4.72,4.69,4.78,4.86,4.92,4.92,4.72,f,17,15,2,0,0.9
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.23874,-80.09049,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$88.00,t,30,33,12,0,2021-03-17,2024-03-25,4.79,4.85,4.67,5.0,4.97,4.97,4.61,t,28,28,0,0,0.83
2018-01-13,,100%,f,Lake Estates,1,1,t,t,Fort Lauderdale,26.19748,-80.10597,Entire home,Entire home/apt,8,3.0,3 baths,4.0,4.0,"$1,100.00",t,30,2,0,0,2021-04-16,2021-05-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
2012-02-02,98%,93%,t,Coral Gables,49,58,t,t,Hollywood,26.04921,-80.11329,Entire home,Entire home/apt,4,2.0,2 baths,2.0,3.0,$223.00,t,16,100,38,3,2021-03-04,2024-06-09,4.94,4.94,4.94,4.96,4.96,4.93,4.79,f,37,37,0,0,2.48
2021-10-16,,,f,,1,1,t,f,Hollywood,25.99886,-80.13808,Entire home,Entire home/apt,6,2.0,2 baths,3.0,5.0,$233.00,t,8,54,12,0,2021-03-16,2024-05-20,4.83,4.76,4.69,5.0,4.96,4.85,4.7,f,1,1,0,0,1.35
2016-04-07,99%,99%,t,Coconut Grove,92,157,t,t,Fort Lauderdale,26.19891,-80.12909,Entire home,Entire home/apt,8,3.0,3 baths,4.0,4.0,$207.00,t,15,51,9,0,2021-03-12,2024-05-21,4.9,4.92,4.88,5.0,4.98,4.82,4.82,t,30,30,0,0,1.27
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.23874,-80.09049,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$102.00,t,30,58,18,0,2021-03-06,2024-03-31,4.72,4.79,4.67,4.88,4.93,4.95,4.74,t,28,28,0,0,1.44
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.23818,-80.08973,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$86.00,t,30,78,28,2,2021-03-24,2024-06-20,4.68,4.71,4.74,4.82,4.86,4.78,4.64,t,28,28,0,0,1.96
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.23874,-80.09049,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$155.00,t,30,60,25,0,2021-04-10,2024-05-05,4.88,4.95,4.88,4.97,4.9,4.92,4.8,t,28,28,0,0,1.53
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.23804,-80.09159,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,$100.00,t,30,52,21,0,2021-07-05,2024-05-26,4.79,4.81,4.58,4.98,4.94,4.85,4.81,t,28,28,0,0,1.43
2014-08-15,100%,100%,t,Central Oakland Park,17,19,t,t,Oakland Park,26.17357,-80.13341,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$81.00,t,19,117,27,1,2021-05-03,2024-06-09,4.84,4.86,4.91,4.88,4.82,4.77,4.7,f,15,15,0,0,3.05
2021-02-10,98%,99%,t,Hollywood Lakes,24,49,t,t,Hollywood,26.0126,-80.13551,Entire home,Entire home/apt,12,4.0,4 baths,6.0,7.0,$556.00,t,21,74,16,3,2021-03-17,2024-06-10,4.86,4.82,4.88,4.92,4.86,4.85,4.77,t,22,22,0,0,1.85
2017-11-30,100%,99%,f,Hollywood South Central Beach,23,23,t,t,Hollywood,25.98723,-80.11764,Entire serviced apartment,Entire home/apt,4,1.5,1.5 baths,1.0,3.0,$123.00,t,17,195,43,3,2021-03-07,2024-06-13,4.76,4.78,4.81,4.79,4.85,4.87,4.74,t,9,9,0,0,4.84
2015-11-22,100%,100%,t,,2,2,t,t,Pompano Beach,26.22756576538086,-80.12191772460938,Entire home,Entire home/apt,6,2.0,2 baths,2.0,4.0,$256.00,t,13,59,9,0,2021-05-10,2024-05-27,4.98,5.0,4.93,4.98,4.98,4.88,4.88,f,2,2,0,0,1.55
2013-12-24,100%,100%,,Durrs,6,7,t,t,Fort Lauderdale,26.13414,-80.16493,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,$61.00,t,3,89,19,2,2021-03-15,2024-06-13,4.53,4.66,4.6,4.85,4.76,4.15,4.46,f,5,5,0,0,2.22
2017-02-16,100%,93%,t,,1,2,t,f,Dania Beach,26.049,-80.13899,Entire home,Entire home/apt,8,2.0,2 baths,3.0,5.0,$315.00,t,5,73,13,1,2021-06-10,2024-06-14,5.0,4.97,4.99,4.97,4.99,4.89,4.89,f,1,1,0,0,1.97
2019-06-19,100%,98%,t,,4,4,t,t,Wilton Manors,26.15678,-80.12957,Entire home,Entire home/apt,6,2.0,2 baths,2.0,3.0,$169.00,t,2,38,11,0,2021-12-30,2024-05-14,5.0,5.0,5.0,5.0,5.0,4.95,5.0,f,4,4,0,0,1.25
2016-05-08,,,f,,1,1,t,f,Pompano Beach,26.25414,-80.08479,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,$110.00,t,0,1,0,0,2021-04-10,2021-04-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.03
2016-07-08,90%,98%,,Lake Ridge,54,55,t,t,Fort Lauderdale,26.14056,-80.13458,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,$161.00,t,30,15,11,0,2021-03-22,2024-05-19,4.67,4.8,4.8,4.93,4.87,4.6,4.67,f,12,12,0,0,0.38
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.01763,-80.11684,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,$96.00,t,25,40,8,0,2021-03-07,2024-05-27,4.8,4.83,4.5,4.68,4.8,4.9,4.65,t,342,341,1,0,0.99
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.016752020882105,-80.11730386341432,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$86.00,t,23,33,1,0,2021-03-06,2024-04-21,4.36,4.55,4.45,4.61,4.85,4.91,4.24,t,342,341,1,0,0.82
2018-10-17,100%,100%,t,Hollywood Beach,3,3,t,f,Hollywood,26.01538,-80.11626,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$154.00,t,19,67,12,0,2021-03-20,2024-04-05,4.94,4.99,4.96,5.0,5.0,4.97,4.93,f,3,3,0,0,1.68
2018-10-17,100%,100%,t,Hollywood Beach,3,3,t,f,Hollywood,26.01614,-80.11726,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$129.00,t,19,74,15,0,2021-03-21,2024-04-01,4.89,4.96,4.93,4.99,4.93,4.99,4.77,f,3,3,0,0,1.86
2017-05-07,100%,100%,t,Hollywood Lakes,3,3,t,t,Hollywood,26.00919,-80.12618,Entire home,Entire home/apt,8,2.0,2 baths,3.0,5.0,$428.00,t,12,113,27,1,2021-06-01,2024-06-09,4.87,4.88,4.81,5.0,4.96,4.97,4.83,f,2,2,0,0,3.02
2016-02-07,100%,96%,f,Hollywood South Central Beach,18,18,t,t,Hallandale Beach,25.98624,-80.11982,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,4.0,$159.00,t,2,12,2,0,2021-03-24,2023-11-11,4.75,4.67,4.42,4.75,4.83,4.67,4.42,t,16,14,2,0,0.3
2021-06-29,,,f,,1,1,t,t,Hollywood,26.02292,-80.16598,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$209.00,t,0,50,3,0,2021-03-29,2023-12-11,4.96,4.94,4.96,4.94,5.0,4.9,4.94,f,1,1,0,0,1.26
2018-08-06,100%,90%,f,Parkside,1,4,t,t,Hollywood,26.00477,-80.14751,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$120.00,t,30,112,18,0,2021-03-12,2024-04-17,4.62,4.61,4.58,4.87,4.8,4.63,4.57,f,1,1,0,0,2.79
2017-09-16,,0%,f,,2,2,f,f,Davie,26.09867,-80.27319,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,$130.00,,29,0,0,0,,,,,,,,,,f,2,0,2,0,
2021-02-10,98%,99%,t,Hollywood Lakes,24,49,t,t,Hollywood,26.01301,-80.13273,Entire home,Entire home/apt,12,4.0,4 baths,6.0,8.0,$470.00,t,14,62,11,0,2021-03-17,2024-05-04,4.82,4.87,4.81,4.9,4.95,4.87,4.79,t,22,22,0,0,1.55
2016-02-08,100%,79%,f,Tarpon River,3,3,t,t,Fort Lauderdale,26.10836,-80.14715,Entire home,Entire home/apt,1,1.0,1 bath,1.0,1.0,$40.00,t,25,4,1,0,2021-06-03,2024-03-31,4.0,3.75,4.0,4.0,4.0,4.5,4.5,f,3,2,1,0,0.11
2019-08-21,100%,98%,t,Riverside Park,8,8,t,t,Fort Lauderdale,26.111242,-80.160698,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$77.00,t,14,50,15,0,2021-03-22,2024-04-13,4.98,5.0,4.92,5.0,5.0,4.9,4.88,f,8,8,0,0,1.26
2015-11-30,100%,93%,t,Hollywood Lakes,9,10,t,t,Hollywood,26.01165,-80.11896,Entire villa,Entire home/apt,8,3.0,3 baths,4.0,5.0,$739.00,t,11,40,12,1,2021-03-22,2024-06-02,4.9,4.95,4.75,4.85,4.9,4.83,4.8,f,9,9,0,0,1.01
2014-06-11,100%,100%,t,North Fort Lauderdale,4,4,t,t,Lauderdale By The Sea,26.19075,-80.09924,Entire home,Entire home/apt,8,2.5,2.5 baths,2.0,4.0,$265.00,t,6,8,3,0,2021-04-02,2024-03-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,0,0.2
2020-02-24,100%,98%,f,Hollywood South Central Beach,4,4,t,t,Hollywood,25.98959,-80.11902,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,$302.00,t,20,54,1,0,2021-04-10,2023-09-03,4.74,4.83,4.94,4.81,4.85,4.85,4.78,f,4,4,0,0,1.38
2018-11-24,100%,85%,t,,2,6,t,t,Plantation,26.13305,-80.24058,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,2.0,$75.00,t,21,155,69,6,2022-03-04,2024-06-23,4.95,4.96,4.96,4.98,4.97,4.91,4.88,f,2,2,0,0,5.5
2015-11-10,100%,95%,t,Harbordale,30,30,t,t,Pompano Beach,26.22565,-80.09041,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$90.00,t,13,166,45,4,2021-03-13,2024-06-16,4.95,4.98,4.92,4.98,4.98,4.99,4.93,f,10,10,0,0,4.14
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,25.98716,-80.11972,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$164.00,t,17,43,5,0,2021-03-18,2024-01-30,4.28,4.3,4.28,4.3,4.49,4.63,4.23,t,342,341,1,0,1.08
2016-03-21,100%,99%,f,North Fort Lauderdale,54,54,t,t,Fort Lauderdale,26.13866720049933,-80.1259968692221,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$63.00,t,24,184,45,3,2021-03-14,2024-06-23,4.77,4.9,4.84,4.87,4.93,4.69,4.72,f,54,54,0,0,4.59
2016-03-21,100%,99%,f,North Fort Lauderdale,54,54,t,t,Fort Lauderdale,26.13989991829604,-80.1277724581851,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$56.00,t,6,203,34,2,2021-03-13,2024-06-24,4.76,4.85,4.81,4.92,4.9,4.69,4.67,f,54,54,0,0,5.06
2012-02-29,100%,93%,f,Hollywood South Central Beach,174,258,t,t,Hollywood,25.98728,-80.11959,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,4.0,"$1,250.00",t,29,5,0,0,2021-05-02,2021-08-02,4.0,4.4,4.0,4.6,4.2,5.0,4.0,f,172,172,0,0,0.13
2016-03-21,100%,99%,f,North Fort Lauderdale,54,54,t,t,Fort Lauderdale,26.138315465221137,-80.12685611781735,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$65.00,t,18,189,42,5,2021-03-09,2024-06-25,4.76,4.84,4.74,4.93,4.94,4.75,4.79,f,54,54,0,0,4.7
2014-05-01,100%,77%,t,North Fort Lauderdale,9,11,t,t,Pompano Beach,26.25277,-80.08787,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,$232.00,t,26,7,1,0,2022-03-05,2024-02-29,5.0,5.0,5.0,4.57,5.0,5.0,4.29,f,8,8,0,0,0.25
2020-08-21,100%,56%,t,North Central,5,6,t,f,Hollywood,26.02221,-80.16238,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,$32.00,t,0,15,1,1,2021-03-13,2024-05-31,4.87,4.93,4.8,4.93,5.0,4.73,4.67,f,4,1,3,0,0.37
2012-07-25,100%,90%,t,,3,5,t,t,Oakland Park,26.16681,-80.13937,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,$150.00,t,16,116,43,6,2021-03-17,2024-06-22,5.0,4.99,4.97,5.0,5.0,4.97,5.0,f,3,3,0,0,2.9
2020-11-09,100%,100%,t,Cap Cana,3,4,t,t,Pompano Beach,26.22061,-80.0968,Entire home,Entire home/apt,14,4.0,4 baths,5.0,8.0,$778.00,t,17,91,21,0,2021-05-25,2024-05-16,4.99,4.98,4.97,5.0,4.98,4.97,4.92,t,1,1,0,0,2.42
2017-04-02,99%,99%,t,Hollywood South Central Beach,81,95,t,t,Pompano Beach,26.2383,-80.09046,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$124.00,t,30,46,9,1,2021-03-28,2024-06-09,4.54,4.48,4.5,4.96,4.65,4.87,4.43,t,28,28,0,0,1.16
2014-06-11,100%,100%,t,North Fort Lauderdale,4,4,t,t,Lauderdale By The Sea,26.19075,-80.09924,Entire rental unit,Entire home/apt,9,3.0,3 baths,3.0,5.0,$230.00,t,6,4,0,0,2021-04-01,2022-03-27,5.0,5.0,5.0,4.75,5.0,5.0,4.75,f,3,3,0,0,0.1
2017-08-10,100%,100%,t,,7,7,t,f,Dania Beach,26.05818,-80.20074,Entire townhouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,$93.00,t,0,22,2,1,2021-03-31,2024-06-12,5.0,5.0,4.9,5.0,4.86,4.81,4.9,t,7,7,0,0,0.56
2020-02-24,100%,98%,f,Hollywood South Central Beach,4,4,t,t,Hollywood,25.99028,-80.11786,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,$308.00,t,13,36,3,0,2021-04-07,2024-05-27,4.78,4.89,4.92,4.89,4.92,4.83,4.75,f,4,4,0,0,0.92
